centroid-0,centroid-1,area,perimeter,area_bbox,area_convex,axis_major_length,axis_minor_length,eccentricity,extent,solidity
5642.277777777777,8639.277777777777,36,20.384776310850235,64,36,7.302967433402215,6.478835438717,0.4614791034954488,0.5625,1.0
5664.775477707007,8610.245222929936,628,111.09545442950498,990,683,35.45298875727822,23.173500878493623,0.7568053958649409,0.6343434343434343,0.9194729136163983
5665.133333333333,8639.15238095238,105,45.390872965260115,210,138,15.045945647878652,11.853540103493033,0.6159018779583081,0.5,0.7608695652173914
5691.40243902439,8907.959349593495,246,70.8111831820431,360,269,19.979204109327917,16.344930058164547,0.5750800323221684,0.6833333333333333,0.9144981412639405
5737.449035812672,8845.13223140496,363,84.95331880577405,598,416,23.272236930475007,20.770797312172633,0.4510196854957959,0.6070234113712375,0.8725961538461539
5653.1345029239765,9126.988304093567,171,53.254833995939045,289,184,18.16582628388425,12.323277036356739,0.7347140756007778,0.5916955017301038,0.9293478260869565
5666.0,9126.0,25,16.970562748477143,49,25,5.768882040742383,5.768882040742383,0.0,0.5102040816326531,1.0
5735.523154848046,9176.005788712011,1382,162.55129855222071,1800,1480,52.43766200509843,34.394602945893595,0.7548355229851654,0.7677777777777778,0.9337837837837838
5743.131818181818,9118.975,440,86.71067811865476,650,472,26.81332630349481,21.36933375433816,0.6040229695371462,0.676923076923077,0.9322033898305084
